date,season,home_team,away_team,home_score,away_score
2022-12-09,2022-2023,Orlando Magic,Toronto Raptors,113,109
2022-12-09,2022-2023,Brooklyn Nets,Atlanta Hawks,120,116
2022-12-09,2022-2023,Indiana Pacers,Washington Wizards,121,111
2022-12-09,2022-2023,Charlotte Hornets,New York Knicks,102,121
2022-12-09,2022-2023,Cleveland Cavaliers,Sacramento Kings,95,106
2022-12-10,2022-2023,Golden State Warriors,Boston Celtics,123,107
2022-12-10,2022-2023,Portland Trail Blazers,Minnesota Timberwolves,124,118
2022-12-10,2022-2023,Chicago Bulls,Dallas Mavericks,144,115
2022-12-10,2022-2023,Denver Nuggets,Utah Jazz,115,110
2022-12-10,2022-2023,Washington Wizards,Los Angeles Clippers,107,114
2022-12-10,2022-2023,Indiana Pacers,Brooklyn Nets,133,136
2022-12-10,2022-2023,Miami Heat,San Antonio Spurs,111,115
2022-12-10,2022-2023,Cleveland Cavaliers,Oklahoma City Thunder,110,102
2022-12-11,2022-2023,New Orleans Pelicans,Phoenix Suns,129,124
2022-12-11,2022-2023,Detroit Pistons,Los Angeles Lakers,117,124
2022-12-11,2022-2023,New York Knicks,Sacramento Kings,112,99
2022-12-11,2022-2023,Orlando Magic,Toronto Raptors,111,99
2022-12-11,2022-2023,Philadelphia 76ers,Charlotte Hornets,131,113
2022-12-11,2022-2023,Atlanta Hawks,Chicago Bulls,123,122
2022-12-11,2022-2023,Houston Rockets,Milwaukee Bucks,97,92
2022-12-12,2022-2023,Los Angeles Clippers,Boston Celtics,113,93
2022-12-12,2022-2023,Portland Trail Blazers,Minnesota Timberwolves,133,112
2022-12-12,2022-2023,San Antonio Spurs,Cleveland Cavaliers,112,111
2022-12-12,2022-2023,Memphis Grizzlies,Atlanta Hawks,128,103
2022-12-12,2022-2023,Washington Wizards,Brooklyn Nets,100,112
2022-12-12,2022-2023,Indiana Pacers,Miami Heat,82,87
2022-12-12,2022-2023,Dallas Mavericks,Oklahoma City Thunder,121,114
2022-12-13,2022-2023,Philadelphia 76ers,Sacramento Kings,123,103
2022-12-13,2022-2023,Milwaukee Bucks,Golden State Warriors,128,111
2022-12-13,2022-2023,Houston Rockets,Phoenix Suns,111,97
2022-12-13,2022-2023,Utah Jazz,New Orleans Pelicans,121,100
2022-12-13,2022-2023,Los Angeles Lakers,Boston Celtics,118,122
2022-12-14,2022-2023,San Antonio Spurs,Portland Trail Blazers,112,128
2022-12-14,2022-2023,Los Angeles Clippers,Minnesota Timberwolves,99,88
2022-12-14,2022-2023,Denver Nuggets,Washington Wizards,141,128
2022-12-14,2022-2023,Dallas Mavericks,Cleveland Cavaliers,90,105
2022-12-14,2022-2023,Oklahoma City Thunder,Miami Heat,108,110
2022-12-14,2022-2023,Indiana Pacers,Golden State Warriors,125,119
2022-12-14,2022-2023,Chicago Bulls,New York Knicks,120,128
2022-12-14,2022-2023,Charlotte Hornets,Detroit Pistons,134,141
2022-12-14,2022-2023,Toronto Raptors,Sacramento Kings,123,124
2022-12-14,2022-2023,Orlando Magic,Atlanta Hawks,135,124
2022-12-15,2022-2023,Houston Rockets,Miami Heat,108,111
2022-12-15,2022-2023,Memphis Grizzlies,Milwaukee Bucks,142,101
2022-12-15,2022-2023,Utah Jazz,New Orleans Pelicans,132,129
2022-12-15,2022-2023,Los Angeles Clippers,Phoenix Suns,95,111
2022-12-16,2022-2023,Los Angeles Lakers,Denver Nuggets,126,108
2022-12-16,2022-2023,Dallas Mavericks,Portland Trail Blazers,130,110
2022-12-16,2022-2023,Oklahoma City Thunder,Minnesota Timberwolves,110,112
2022-12-16,2022-2023,Chicago Bulls,New York Knicks,91,114
2022-12-16,2022-2023,Toronto Raptors,Brooklyn Nets,116,119
2022-12-16,2022-2023,Cleveland Cavaliers,Indiana Pacers,118,112
2022-12-16,2022-2023,Detroit Pistons,Sacramento Kings,113,122
2022-12-16,2022-2023,Charlotte Hornets,Atlanta Hawks,106,125
2022-12-16,2022-2023,Philadelphia 76ers,Golden State Warriors,118,106
2022-12-16,2022-2023,Boston Celtics,Orlando Magic,109,117
2022-12-17,2022-2023,Phoenix Suns,New Orleans Pelicans,118,114
2022-12-17,2022-2023,Milwaukee Bucks,Utah Jazz,123,97
2022-12-17,2022-2023,Oklahoma City Thunder,Memphis Grizzlies,115,109
2022-12-17,2022-2023,Houston Rockets,Portland Trail Blazers,95,107
2022-12-17,2022-2023,San Antonio Spurs,Miami Heat,101,111
2022-12-17,2022-2023,Los Angeles Clippers,Washington Wizards,102,93
2022-12-17,2022-2023,Cleveland Cavaliers,Dallas Mavericks,100,99
2022-12-18,2022-2023,Boston Celtics,Orlando Magic,92,95
2022-12-18,2022-2023,Indiana Pacers,New York Knicks,106,109
2022-12-18,2022-2023,Detroit Pistons,Brooklyn Nets,121,124
2022-12-18,2022-2023,Toronto Raptors,Golden State Warriors,110,126
2022-12-18,2022-2023,Minnesota Timberwolves,Chicago Bulls,150,126
2022-12-18,2022-2023,Denver Nuggets,Charlotte Hornets,119,115
2022-12-18,2022-2023,Los Angeles Lakers,Washington Wizards,119,117
2022-12-19,2022-2023,Sacramento Kings,Charlotte Hornets,119,125
2022-12-19,2022-2023,Phoenix Suns,Los Angeles Lakers,130,104
2022-12-19,2022-2023,Oklahoma City Thunder,Portland Trail Blazers,123,121
2022-12-19,2022-2023,New Orleans Pelicans,Milwaukee Bucks,119,128
2022-12-19,2022-2023,Cleveland Cavaliers,Utah Jazz,122,99
2022-12-19,2022-2023,Houston Rockets,San Antonio Spurs,105,124
2022-12-19,2022-2023,Atlanta Hawks,Orlando Magic,126,125
2022-12-19,2022-2023,Philadelphia 76ers,Toronto Raptors,104,101
2022-12-19,2022-2023,Minnesota Timberwolves,Dallas Mavericks,116,106
2022-12-20,2022-2023,Denver Nuggets,Memphis Grizzlies,105,91
2022-12-20,2022-2023,Phoenix Suns,Washington Wizards,110,113
2022-12-20,2022-2023,Detroit Pistons,Utah Jazz,111,126
2022-12-20,2022-2023,Miami Heat,Chicago Bulls,103,113
2022-12-20,2022-2023,New York Knicks,Golden State Warriors,132,94
2022-12-21,2022-2023,Cleveland Cavaliers,Milwaukee Bucks,114,106
2022-12-21,2022-2023,Los Angeles Clippers,Charlotte Hornets,126,105
2022-12-21,2022-2023,Oklahoma City Thunder,Portland Trail Blazers,101,98
2022-12-21,2022-2023,Minnesota Timberwolves,Dallas Mavericks,99,104
2022-12-21,2022-2023,Houston Rockets,Orlando Magic,110,116
2022-12-21,2022-2023,Sacramento Kings,Los Angeles Lakers,134,120
2022-12-21,2022-2023,Brooklyn Nets,Golden State Warriors,143,113
2022-12-21,2022-2023,Boston Celtics,Indiana Pacers,112,117
2022-12-21,2022-2023,Atlanta Hawks,Chicago Bulls,108,110
2022-12-21,2022-2023,Philadelphia 76ers,Detroit Pistons,113,93
2022-12-21,2022-2023,New York Knicks,Toronto Raptors,106,113
2022-12-22,2022-2023,New Orleans Pelicans,San Antonio Spurs,126,117
2022-12-22,2022-2023,Utah Jazz,Washington Wizards,120,112
2022-12-23,2022-2023,Oklahoma City Thunder,New Orleans Pelicans,125,128
2022-12-23,2022-2023,Los Angeles Lakers,Charlotte Hornets,130,134
2022-12-23,2022-2023,Sacramento Kings,Washington Wizards,111,125
2022-12-23,2022-2023,Phoenix Suns,Memphis Grizzlies,100,125
2022-12-23,2022-2023,Denver Nuggets,Portland Trail Blazers,120,107
2022-12-23,2022-2023,New York Knicks,Chicago Bulls,117,118
2022-12-23,2022-2023,Miami Heat,Indiana Pacers,108,111
2022-12-23,2022-2023,Houston Rockets,Dallas Mavericks,106,112
2022-12-23,2022-2023,Cleveland Cavaliers,Toronto Raptors,107,118
2022-12-23,2022-2023,Brooklyn Nets,Milwaukee Bucks,118,100
2022-12-23,2022-2023,Boston Celtics,Minnesota Timberwolves,121,109
2022-12-23,2022-2023,Atlanta Hawks,Detroit Pistons,130,105
2022-12-23,2022-2023,Philadelphia 76ers,Los Angeles Clippers,119,114
2022-12-23,2022-2023,Orlando Magic,San Antonio Spurs,133,113
2022-12-25,2022-2023,Golden State Warriors,Memphis Grizzlies,123,109
2022-12-25,2022-2023,Boston Celtics,Milwaukee Bucks,139,118
2022-12-25,2022-2023,Denver Nuggets,Phoenix Suns,128,125
2022-12-25,2022-2023,New York Knicks,Philadelphia 76ers,112,119
2022-12-25,2022-2023,Dallas Mavericks,Los Angeles Lakers,124,115
2022-12-26,2022-2023,Cleveland Cavaliers,Brooklyn Nets,117,125
2022-12-26,2022-2023,Detroit Pistons,Los Angeles Clippers,131,142
2022-12-26,2022-2023,Miami Heat,Minnesota Timberwolves,113,110
2022-12-26,2022-2023,Chicago Bulls,Houston Rockets,118,133
2022-12-26,2022-2023,New Orleans Pelicans,Indiana Pacers,113,93
2022-12-26,2022-2023,San Antonio Spurs,Utah Jazz,126,122
2022-12-26,2022-2023,Portland Trail Blazers,Charlotte Hornets,124,113
2022-12-27,2022-2023,Sacramento Kings,Denver Nuggets,106,113
2022-12-27,2022-2023,Golden State Warriors,Charlotte Hornets,110,105
2022-12-27,2022-2023,Dallas Mavericks,New York Knicks,126,121
2022-12-27,2022-2023,Oklahoma City Thunder,San Antonio Spurs,130,114
2022-12-27,2022-2023,Memphis Grizzlies,Phoenix Suns,108,125
2022-12-27,2022-2023,Toronto Raptors,Los Angeles Clippers,113,124
2022-12-27,2022-2023,Boston Celtics,Houston Rockets,126,102
2022-12-27,2022-2023,Orlando Magic,Los Angeles Lakers,110,129
2022-12-27,2022-2023,Indiana Pacers,Atlanta Hawks,129,114
2022-12-27,2022-2023,Washington Wizards,Philadelphia 76ers,116,111
2022-12-28,2022-2023,Golden State Warriors,Utah Jazz,112,107
2022-12-28,2022-2023,Detroit Pistons,Orlando Magic,121,101
2022-12-28,2022-2023,Washington Wizards,Phoenix Suns,127,102
2022-12-28,2022-2023,Atlanta Hawks,Brooklyn Nets,107,108
2022-12-28,2022-2023,Miami Heat,Los Angeles Lakers,112,98
2022-12-28,2022-2023,Chicago Bulls,Milwaukee Bucks,119,113
2022-12-28,2022-2023,New Orleans Pelicans,Minnesota Timberwolves,119,118
2022-12-28,2022-2023,Sacramento Kings,Denver Nuggets,127,126
2022-12-29,2022-2023,Dallas Mavericks,Houston Rockets,129,114
2022-12-29,2022-2023,San Antonio Spurs,New York Knicks,122,115
2022-12-29,2022-2023,Toronto Raptors,Memphis Grizzlies,106,119
2022-12-29,2022-2023,Charlotte Hornets,Oklahoma City Thunder,121,113
2022-12-29,2022-2023,Indiana Pacers,Cleveland Cavaliers,135,126
2022-12-29,2022-2023,Boston Celtics,Los Angeles Clippers,116,110
2022-12-30,2022-2023,New Orleans Pelicans,Philadelphia 76ers,127,116
2022-12-30,2022-2023,Golden State Warriors,Portland Trail Blazers,118,112
2022-12-30,2022-2023,Denver Nuggets,Miami Heat,124,119
2022-12-30,2022-2023,Sacramento Kings,Utah Jazz,126,125
2022-12-30,2022-2023,Chicago Bulls,Detroit Pistons,132,118
2022-12-30,2022-2023,Toronto Raptors,Phoenix Suns,113,104
2022-12-30,2022-2023,Atlanta Hawks,Los Angeles Lakers,121,130
2022-12-30,2022-2023,Orlando Magic,Washington Wizards,100,119
2022-12-30,2022-2023,Milwaukee Bucks,Minnesota Timberwolves,123,114
2022-12-31,2022-2023,Utah Jazz,Miami Heat,123,126
2022-12-31,2022-2023,Oklahoma City Thunder,Philadelphia 76ers,96,115
2022-12-31,2022-2023,Memphis Grizzlies,New Orleans Pelicans,116,101
2022-12-31,2022-2023,San Antonio Spurs,Dallas Mavericks,125,126
2022-12-31,2022-2023,Minnesota Timberwolves,Detroit Pistons,104,116
2022-12-31,2022-2023,Charlotte Hornets,Brooklyn Nets,106,123
2022-12-31,2022-2023,Chicago Bulls,Cleveland Cavaliers,102,103
2022-12-31,2022-2023,Indiana Pacers,Los Angeles Clippers,131,130
2022-12-31,2022-2023,Houston Rockets,New York Knicks,88,108
2023-01-01,2022-2023,Denver Nuggets,Boston Celtics,123,111
2023-01-01,2022-2023,Memphis Grizzlies,Sacramento Kings,118,108
2023-01-01,2022-2023,Milwaukee Bucks,Washington Wizards,95,118
2023-01-02,2022-2023,Minnesota Timberwolves,Denver Nuggets,124,111
2023-01-02,2022-2023,Portland Trail Blazers,Detroit Pistons,135,106
2023-01-02,2022-2023,Golden State Warriors,Atlanta Hawks,143,141
2023-01-02,2022-2023,Los Angeles Clippers,Miami Heat,100,110
2023-01-02,2022-2023,Houston Rockets,Dallas Mavericks,106,111
2023-01-02,2022-2023,Cleveland Cavaliers,Chicago Bulls,145,134
2023-01-02,2022-2023,Philadelphia 76ers,New Orleans Pelicans,120,111
2023-01-02,2022-2023,New York Knicks,Phoenix Suns,102,83
2023-01-02,2022-2023,Brooklyn Nets,San Antonio Spurs,139,103
2023-01-02,2022-2023,Indiana Pacers,Toronto Raptors,122,114
2023-01-02,2022-2023,Charlotte Hornets,Los Angeles Lakers,115,121
2023-01-03,2022-2023,Milwaukee Bucks,Washington Wizards,123,113
2023-01-03,2022-2023,Oklahoma City Thunder,Boston Celtics,150,117
2023-01-03,2022-2023,Utah Jazz,Sacramento Kings,115,117
2023-01-04,2022-2023,Los Angeles Lakers,Miami Heat,112,109
2023-01-04,2022-2023,Golden State Warriors,Detroit Pistons,119,122
2023-01-04,2022-2023,New Orleans Pelicans,Houston Rockets,119,108
2023-01-04,2022-2023,Minnesota Timberwolves,Portland Trail Blazers,113,106
2023-01-04,2022-2023,Chicago Bulls,Brooklyn Nets,121,112
2023-01-04,2022-2023,Philadelphia 76ers,Indiana Pacers,129,126
2023-01-04,2022-2023,New York Knicks,San Antonio Spurs,117,114
2023-01-04,2022-2023,Sacramento Kings,Atlanta Hawks,117,120
2023-01-04,2022-2023,Orlando Magic,Oklahoma City Thunder,126,115
2023-01-04,2022-2023,Cleveland Cavaliers,Phoenix Suns,90,88
2023-01-04,2022-2023,Charlotte Hornets,Memphis Grizzlies,107,131
2023-01-04,2022-2023,Toronto Raptors,Milwaukee Bucks,101,104
2023-01-05,2022-2023,Houston Rockets,Utah Jazz,114,131
2023-01-05,2022-2023,Denver Nuggets,Los Angeles Clippers,122,91
2023-01-05,2022-2023,Orlando Magic,Memphis Grizzlies,115,123
2023-01-05,2022-2023,Dallas Mavericks,Boston Celtics,95,124
2023-01-06,2022-2023,Indiana Pacers,Portland Trail Blazers,108,99
2023-01-06,2022-2023,Los Angeles Lakers,Atlanta Hawks,130,114
2023-01-06,2022-2023,Denver Nuggets,Cleveland Cavaliers,121,108
2023-01-06,2022-2023,San Antonio Spurs,Detroit Pistons,121,109
2023-01-06,2022-2023,Oklahoma City Thunder,Washington Wizards,127,110
2023-01-06,2022-2023,Phoenix Suns,Miami Heat,96,104
2023-01-06,2022-2023,Toronto Raptors,New York Knicks,108,112
2023-01-06,2022-2023,New Orleans Pelicans,Brooklyn Nets,102,108
2023-01-06,2022-2023,Philadelphia 76ers,Chicago Bulls,112,126
2023-01-06,2022-2023,Milwaukee Bucks,Charlotte Hornets,109,138
2023-01-06,2022-2023,Minnesota Timberwolves,Los Angeles Clippers,128,115
2023-01-07,2022-2023,San Antonio Spurs,Boston Celtics,116,121
2023-01-07,2022-2023,Chicago Bulls,Utah Jazz,126,118
2023-01-07,2022-2023,Dallas Mavericks,New Orleans Pelicans,127,117
2023-01-07,2022-2023,Golden State Warriors,Orlando Magic,101,115
2023-01-07,2022-2023,Sacramento Kings,Los Angeles Lakers,134,136
2023-01-08,2022-2023,Houston Rockets,Minnesota Timberwolves,96,104
2023-01-08,2022-2023,Los Angeles Clippers,Atlanta Hawks,108,112
2023-01-08,2022-2023,Phoenix Suns,Cleveland Cavaliers,98,112
2023-01-08,2022-2023,Oklahoma City Thunder,Dallas Mavericks,120,109
2023-01-08,2022-2023,Memphis Grizzlies,Utah Jazz,123,118
2023-01-08,2022-2023,Indiana Pacers,Charlotte Hornets,116,111
2023-01-08,2022-2023,Detroit Pistons,Philadelphia 76ers,111,123
2023-01-08,2022-2023,Miami Heat,Brooklyn Nets,101,102
2023-01-08,2022-2023,Toronto Raptors,Portland Trail Blazers,117,105
2023-01-09,2022-2023,Sacramento Kings,Orlando Magic,136,111
2023-01-09,2022-2023,Washington Wizards,New Orleans Pelicans,112,132
2023-01-09,2022-2023,Boston Celtics,Chicago Bulls,107,99
2023-01-09,2022-2023,New York Knicks,Milwaukee Bucks,107,111
2023-01-09,2022-2023,Memphis Grizzlies,San Antonio Spurs,121,113
2023-01-09,2022-2023,Denver Nuggets,Los Angeles Lakers,122,109
2023-01-10,2022-2023,Los Angeles Clippers,Dallas Mavericks,113,101
2023-01-10,2022-2023,Portland Trail Blazers,Orlando Magic,106,109
2023-01-10,2022-2023,Golden State Warriors,Phoenix Suns,113,125
2023-01-10,2022-2023,Miami Heat,Oklahoma City Thunder,112,111
2023-01-10,2022-2023,Toronto Raptors,Charlotte Hornets,132,120
2023-01-10,2022-2023,Philadelphia 76ers,Detroit Pistons,147,116
2023-01-10,2022-2023,Utah Jazz,Cleveland Cavaliers,116,114
2023-01-11,2022-2023,Memphis Grizzlies,San Antonio Spurs,135,129
2023-01-11,2022-2023,Denver Nuggets,Phoenix Suns,126,97
2023-01-11,2022-2023,Sacramento Kings,Houston Rockets,135,115
2023-01-11,2022-2023,New York Knicks,Indiana Pacers,119,113
2023-01-11,2022-2023,Atlanta Hawks,Milwaukee Bucks,105,114
2023-01-11,2022-2023,Washington Wizards,Chicago Bulls,100,97
2023-01-11,2022-2023,Detroit Pistons,Minnesota Timberwolves,135,118
2023-01-11,2022-2023,Boston Celtics,New Orleans Pelicans,125,114
2023-01-12,2022-2023,Philadelphia 76ers,Oklahoma City Thunder,114,133
2023-01-12,2022-2023,Brooklyn Nets,Boston Celtics,98,109
2023-01-12,2022-2023,Miami Heat,Milwaukee Bucks,108,102
2023-01-12,2022-2023,Toronto Raptors,Charlotte Hornets,124,114
2023-01-12,2022-2023,Los Angeles Lakers,Dallas Mavericks,115,119
2023-01-12,2022-2023,Portland Trail Blazers,Cleveland Cavaliers,113,119
2023-01-13,2022-2023,Sacramento Kings,Houston Rockets,139,114
2023-01-13,2022-2023,Los Angeles Clippers,Denver Nuggets,103,115
2023-01-13,2022-2023,Utah Jazz,Orlando Magic,112,108
2023-01-13,2022-2023,Minnesota Timberwolves,Phoenix Suns,121,116
2023-01-13,2022-2023,Detroit Pistons,New Orleans Pelicans,110,116
2023-01-13,2022-2023,San Antonio Spurs,Golden State Warriors,113,144
2023-01-13,2022-2023,Washington Wizards,New York Knicks,108,112
2023-01-13,2022-2023,Indiana Pacers,Atlanta Hawks,111,113
2023-01-13,2022-2023,Chicago Bulls,Oklahoma City Thunder,110,124
2023-01-14,2022-2023,Portland Trail Blazers,Dallas Mavericks,136,119
2023-01-14,2022-2023,Utah Jazz,Philadelphia 76ers,117,118
2023-01-14,2022-2023,Toronto Raptors,Atlanta Hawks,103,114
2023-01-14,2022-2023,Minnesota Timberwolves,Cleveland Cavaliers,110,102
2023-01-14,2022-2023,Charlotte Hornets,Boston Celtics,106,122
2023-01-14,2022-2023,Miami Heat,Milwaukee Bucks,111,95
2023-01-14,2022-2023,Indiana Pacers,Memphis Grizzlies,112,130
2023-01-15,2022-2023,Portland Trail Blazers,Dallas Mavericks,140,123
2023-01-15,2022-2023,Denver Nuggets,Orlando Magic,119,116
2023-01-15,2022-2023,San Antonio Spurs,Sacramento Kings,119,132
2023-01-15,2022-2023,Los Angeles Lakers,Philadelphia 76ers,112,113
2023-01-15,2022-2023,Chicago Bulls,Golden State Warriors,132,118
2023-01-15,2022-2023,Los Angeles Clippers,Houston Rockets,121,100
2023-01-15,2022-2023,Detroit Pistons,New York Knicks,104,117
2023-01-15,2022-2023,Brooklyn Nets,Oklahoma City Thunder,102,112
2023-01-16,2022-2023,Charlotte Hornets,Boston Celtics,118,130
2023-01-16,2022-2023,Milwaukee Bucks,Indiana Pacers,132,119
2023-01-16,2022-2023,Cleveland Cavaliers,New Orleans Pelicans,113,103
2023-01-16,2022-2023,New York Knicks,Toronto Raptors,121,123
2023-01-16,2022-2023,Washington Wizards,Golden State Warriors,118,127
2023-01-16,2022-2023,Atlanta Hawks,Miami Heat,121,113
2023-01-16,2022-2023,Minnesota Timberwolves,Utah Jazz,125,126
2023-01-16,2022-2023,Memphis Grizzlies,Phoenix Suns,136,106
2023-01-16,2022-2023,Los Angeles Lakers,Houston Rockets,140,132
2023-01-17,2022-2023,Los Angeles Clippers,Philadelphia 76ers,110,120
2023-01-17,2022-2023,Denver Nuggets,Portland Trail Blazers,122,113
2023-01-17,2022-2023,Milwaukee Bucks,Toronto Raptors,130,122
2023-01-17,2022-2023,San Antonio Spurs,Brooklyn Nets,106,98
2023-01-18,2022-2023,Los Angeles Lakers,Sacramento Kings,111,116
2023-01-18,2022-2023,Dallas Mavericks,Atlanta Hawks,122,130
2023-01-18,2022-2023,New York Knicks,Washington Wizards,105,116
2023-01-18,2022-2023,Houston Rockets,Charlotte Hornets,117,122
2023-01-18,2022-2023,Memphis Grizzlies,Cleveland Cavaliers,115,114
2023-01-18,2022-2023,New Orleans Pelicans,Miami Heat,98,124
2023-01-18,2022-2023,Oklahoma City Thunder,Indiana Pacers,126,106
2023-01-18,2022-2023,Utah Jazz,Los Angeles Clippers,126,103
2023-01-18,2022-2023,Denver Nuggets,Minnesota Timberwolves,122,118
2023-01-19,2022-2023,Detroit Pistons,Chicago Bulls,108,126
2023-01-19,2022-2023,Boston Celtics,Golden State Warriors,121,118
2023-01-19,2022-2023,Minnesota Timberwolves,Toronto Raptors,128,126
2023-01-19,2022-2023,Phoenix Suns,Brooklyn Nets,117,112
2023-01-19,2022-2023,Portland Trail Blazers,Philadelphia 76ers,95,105
2023-01-20,2022-2023,Utah Jazz,Brooklyn Nets,106,117
2023-01-20,2022-2023,Denver Nuggets,Indiana Pacers,134,111
2023-01-20,2022-2023,Sacramento Kings,Oklahoma City Thunder,118,113
2023-01-20,2022-2023,San Antonio Spurs,Los Angeles Clippers,126,131
2023-01-20,2022-2023,Los Angeles Lakers,Memphis Grizzlies,122,121
2023-01-20,2022-2023,Cleveland Cavaliers,Golden State Warriors,114,120
2023-01-20,2022-2023,Atlanta Hawks,New York Knicks,139,124
2023-01-20,2022-2023,Orlando Magic,New Orleans Pelicans,123,110
2023-01-20,2022-2023,Dallas Mavericks,Miami Heat,115,90
2023-01-21,2022-2023,Phoenix Suns,Indiana Pacers,112,107
2023-01-21,2022-2023,Minnesota Timberwolves,Houston Rockets,113,104
2023-01-21,2022-2023,Cleveland Cavaliers,Milwaukee Bucks,114,102
2023-01-21,2022-2023,Sacramento Kings,Philadelphia 76ers,127,129
2023-01-21,2022-2023,Washington Wizards,Orlando Magic,138,118
2023-01-21,2022-2023,Toronto Raptors,Boston Celtics,104,106
2023-01-21,2022-2023,Atlanta Hawks,Charlotte Hornets,118,122
2023-01-22,2022-2023,Dallas Mavericks,Los Angeles Clippers,98,112
2023-01-22,2022-2023,Miami Heat,New Orleans Pelicans,100,96
2023-01-22,2022-2023,Toronto Raptors,New York Knicks,125,116
2023-01-22,2022-2023,Denver Nuggets,Oklahoma City Thunder,99,101
2023-01-22,2022-2023,Phoenix Suns,Memphis Grizzlies,112,110
2023-01-22,2022-2023,Golden State Warriors,Brooklyn Nets,116,120
2023-01-22,2022-2023,Portland Trail Blazers,Los Angeles Lakers,112,121
2023-01-23,2022-2023,Utah Jazz,Charlotte Hornets,120,102
2023-01-23,2022-2023,Sacramento Kings,Memphis Grizzlies,133,100
2023-01-23,2022-2023,Houston Rockets,Minnesota Timberwolves,119,114
2023-01-23,2022-2023,Portland Trail Blazers,San Antonio Spurs,147,127
2023-01-23,2022-2023,Orlando Magic,Boston Celtics,113,98
