date,season,home_team,away_team,home_score,away_score
2015-12-18,2015-2016,Utah Jazz,Denver Nuggets,97,88
2015-12-18,2015-2016,Phoenix Suns,New Orleans Pelicans,104,88
2015-12-18,2015-2016,Golden State Warriors,Milwaukee Bucks,121,112
2015-12-18,2015-2016,Dallas Mavericks,Memphis Grizzlies,97,88
2015-12-18,2015-2016,Minnesota Timberwolves,Sacramento Kings,99,95
2015-12-18,2015-2016,San Antonio Spurs,Los Angeles Clippers,115,107
2015-12-18,2015-2016,Chicago Bulls,Detroit Pistons,144,147
2015-12-18,2015-2016,Boston Celtics,Atlanta Hawks,101,109
2015-12-18,2015-2016,Philadelphia 76ers,New York Knicks,97,107
2015-12-18,2015-2016,Orlando Magic,Portland Trail Blazers,102,94
2015-12-18,2015-2016,Indiana Pacers,Brooklyn Nets,104,97
2015-12-18,2015-2016,Miami Heat,Toronto Raptors,94,108
2015-12-19,2015-2016,Houston Rockets,Los Angeles Clippers,107,97
2015-12-19,2015-2016,Oklahoma City Thunder,Los Angeles Lakers,118,78
2015-12-19,2015-2016,Washington Wizards,Charlotte Hornets,109,101
2015-12-19,2015-2016,New York Knicks,Chicago Bulls,107,91
2015-12-19,2015-2016,Memphis Grizzlies,Indiana Pacers,96,84
2015-12-20,2015-2016,Toronto Raptors,Sacramento Kings,94,104
2015-12-20,2015-2016,Denver Nuggets,New Orleans Pelicans,125,130
2015-12-20,2015-2016,Orlando Magic,Atlanta Hawks,100,103
2015-12-20,2015-2016,Miami Heat,Portland Trail Blazers,116,109
2015-12-20,2015-2016,Cleveland Cavaliers,Philadelphia 76ers,108,86
2015-12-20,2015-2016,Phoenix Suns,Milwaukee Bucks,95,101
2015-12-20,2015-2016,Brooklyn Nets,Minnesota Timberwolves,85,100
2015-12-21,2015-2016,Los Angeles Clippers,Oklahoma City Thunder,99,100
2015-12-21,2015-2016,San Antonio Spurs,Indiana Pacers,106,92
2015-12-21,2015-2016,Houston Rockets,Charlotte Hornets,102,95
2015-12-21,2015-2016,Chicago Bulls,Brooklyn Nets,102,105
2015-12-21,2015-2016,Utah Jazz,Phoenix Suns,110,89
2015-12-21,2015-2016,New York Knicks,Orlando Magic,99,107
2015-12-21,2015-2016,Boston Celtics,Minnesota Timberwolves,113,99
2015-12-21,2015-2016,Washington Wizards,Sacramento Kings,113,99
2015-12-21,2015-2016,Atlanta Hawks,Portland Trail Blazers,106,97
2015-12-22,2015-2016,Philadelphia 76ers,Memphis Grizzlies,90,104
2015-12-22,2015-2016,Miami Heat,Detroit Pistons,92,93
2015-12-22,2015-2016,Toronto Raptors,Dallas Mavericks,103,99
2015-12-22,2015-2016,Denver Nuggets,Los Angeles Lakers,107,111
2015-12-23,2015-2016,Minnesota Timberwolves,San Antonio Spurs,83,108
2015-12-23,2015-2016,Golden State Warriors,Utah Jazz,103,85
2015-12-23,2015-2016,Phoenix Suns,Denver Nuggets,96,104
2015-12-23,2015-2016,New Orleans Pelicans,Portland Trail Blazers,115,89
2015-12-23,2015-2016,Los Angeles Lakers,Oklahoma City Thunder,85,120
2015-12-23,2015-2016,Milwaukee Bucks,Philadelphia 76ers,113,100
2015-12-23,2015-2016,Orlando Magic,Houston Rockets,104,101
2015-12-23,2015-2016,Brooklyn Nets,Dallas Mavericks,118,119
2015-12-23,2015-2016,Washington Wizards,Memphis Grizzlies,100,91
2015-12-23,2015-2016,Indiana Pacers,Sacramento Kings,106,108
2015-12-23,2015-2016,Cleveland Cavaliers,New York Knicks,91,84
2015-12-23,2015-2016,Charlotte Hornets,Boston Celtics,89,102
2015-12-23,2015-2016,Atlanta Hawks,Detroit Pistons,107,100
2015-12-25,2015-2016,Los Angeles Lakers,Los Angeles Clippers,84,94
2015-12-25,2015-2016,Houston Rockets,San Antonio Spurs,88,84
2015-12-25,2015-2016,Golden State Warriors,Cleveland Cavaliers,89,83
2015-12-25,2015-2016,Miami Heat,New Orleans Pelicans,94,88
2015-12-25,2015-2016,Oklahoma City Thunder,Chicago Bulls,96,105
2015-12-26,2015-2016,Minnesota Timberwolves,Indiana Pacers,88,102
2015-12-26,2015-2016,Portland Trail Blazers,Cleveland Cavaliers,105,76
2015-12-26,2015-2016,Phoenix Suns,Philadelphia 76ers,104,111
2015-12-26,2015-2016,San Antonio Spurs,Denver Nuggets,101,86
2015-12-26,2015-2016,Dallas Mavericks,Chicago Bulls,118,111
2015-12-26,2015-2016,Detroit Pistons,Boston Celtics,93,99
2015-12-26,2015-2016,Utah Jazz,Los Angeles Clippers,104,109
2015-12-26,2015-2016,Orlando Magic,Miami Heat,101,108
2015-12-26,2015-2016,New Orleans Pelicans,Houston Rockets,110,108
2015-12-26,2015-2016,Charlotte Hornets,Memphis Grizzlies,98,92
2015-12-26,2015-2016,Milwaukee Bucks,Toronto Raptors,90,111
2015-12-26,2015-2016,Brooklyn Nets,Washington Wizards,96,111
2015-12-26,2015-2016,Atlanta Hawks,New York Knicks,117,98
2015-12-27,2015-2016,Memphis Grizzlies,Los Angeles Lakers,112,96
2015-12-27,2015-2016,Boston Celtics,New York Knicks,100,91
2015-12-27,2015-2016,Oklahoma City Thunder,Denver Nuggets,122,112
2015-12-27,2015-2016,Sacramento Kings,Portland Trail Blazers,94,98
2015-12-28,2015-2016,Golden State Warriors,Sacramento Kings,122,103
2015-12-28,2015-2016,Utah Jazz,Philadelphia 76ers,95,91
2015-12-28,2015-2016,Phoenix Suns,Cleveland Cavaliers,97,101
2015-12-28,2015-2016,San Antonio Spurs,Minnesota Timberwolves,101,95
2015-12-28,2015-2016,Dallas Mavericks,Milwaukee Bucks,103,93
2015-12-28,2015-2016,Indiana Pacers,Atlanta Hawks,93,87
2015-12-28,2015-2016,Miami Heat,Brooklyn Nets,105,111
2015-12-28,2015-2016,Washington Wizards,Los Angeles Clippers,91,108
2015-12-28,2015-2016,Orlando Magic,New Orleans Pelicans,104,89
2015-12-28,2015-2016,Charlotte Hornets,Los Angeles Lakers,108,98
2015-12-28,2015-2016,Chicago Bulls,Toronto Raptors,104,97
2015-12-29,2015-2016,Oklahoma City Thunder,Milwaukee Bucks,131,123
2015-12-29,2015-2016,Memphis Grizzlies,Miami Heat,99,90
2015-12-29,2015-2016,Denver Nuggets,Cleveland Cavaliers,87,93
2015-12-29,2015-2016,New York Knicks,Detroit Pistons,108,96
2015-12-29,2015-2016,Houston Rockets,Atlanta Hawks,115,121
2015-12-30,2015-2016,Charlotte Hornets,Los Angeles Clippers,117,122
2015-12-30,2015-2016,Orlando Magic,Brooklyn Nets,100,93
2015-12-30,2015-2016,Boston Celtics,Los Angeles Lakers,104,112
2015-12-30,2015-2016,Toronto Raptors,Washington Wizards,94,91
2015-12-30,2015-2016,Chicago Bulls,Indiana Pacers,102,100
2015-12-30,2015-2016,Minnesota Timberwolves,Utah Jazz,94,80
2015-12-30,2015-2016,Dallas Mavericks,Golden State Warriors,114,91
2015-12-30,2015-2016,San Antonio Spurs,Phoenix Suns,112,79
2015-12-30,2015-2016,Portland Trail Blazers,Denver Nuggets,110,103
2015-12-30,2015-2016,Sacramento Kings,Philadelphia 76ers,105,110
2015-12-31,2015-2016,Utah Jazz,Portland Trail Blazers,109,96
2015-12-31,2015-2016,Oklahoma City Thunder,Phoenix Suns,110,106
2015-12-31,2015-2016,New Orleans Pelicans,Los Angeles Clippers,89,95
2015-12-31,2015-2016,Indiana Pacers,Milwaukee Bucks,116,120
2015-12-31,2015-2016,Detroit Pistons,Minnesota Timberwolves,115,90
2015-12-31,2015-2016,Houston Rockets,Golden State Warriors,110,114
2016-01-01,2015-2016,Washington Wizards,Orlando Magic,103,91
2016-01-01,2015-2016,Miami Heat,Dallas Mavericks,106,82
2016-01-01,2015-2016,Toronto Raptors,Charlotte Hornets,104,94
2016-01-01,2015-2016,Chicago Bulls,New York Knicks,108,81
2016-01-01,2015-2016,Los Angeles Lakers,Philadelphia 76ers,93,84
2016-01-02,2015-2016,San Antonio Spurs,Houston Rockets,121,103
2016-01-02,2015-2016,Los Angeles Clippers,Philadelphia 76ers,130,99
2016-01-02,2015-2016,Golden State Warriors,Denver Nuggets,111,108
2016-01-02,2015-2016,Utah Jazz,Memphis Grizzlies,92,87
2016-01-02,2015-2016,Dallas Mavericks,New Orleans Pelicans,98,105
2016-01-02,2015-2016,Boston Celtics,Brooklyn Nets,97,100
2016-01-02,2015-2016,Cleveland Cavaliers,Orlando Magic,104,79
2016-01-02,2015-2016,Sacramento Kings,Phoenix Suns,142,119
2016-01-02,2015-2016,Minnesota Timberwolves,Milwaukee Bucks,85,95
2016-01-02,2015-2016,Indiana Pacers,Detroit Pistons,94,82
2016-01-02,2015-2016,Charlotte Hornets,Oklahoma City Thunder,90,109
2016-01-03,2015-2016,New York Knicks,Atlanta Hawks,111,97
2016-01-03,2015-2016,Toronto Raptors,Chicago Bulls,113,115
2016-01-03,2015-2016,Washington Wizards,Miami Heat,75,97
2016-01-03,2015-2016,Denver Nuggets,Portland Trail Blazers,106,112
2016-01-03,2015-2016,Los Angeles Lakers,Phoenix Suns,97,77
2016-01-04,2015-2016,Golden State Warriors,Charlotte Hornets,111,101
2016-01-04,2015-2016,Portland Trail Blazers,Memphis Grizzlies,78,91
2016-01-04,2015-2016,Utah Jazz,Houston Rockets,91,93
2016-01-04,2015-2016,Oklahoma City Thunder,Sacramento Kings,104,116
2016-01-04,2015-2016,Milwaukee Bucks,San Antonio Spurs,98,123
2016-01-04,2015-2016,Brooklyn Nets,Boston Celtics,94,103
2016-01-04,2015-2016,Detroit Pistons,Orlando Magic,115,89
2016-01-04,2015-2016,Philadelphia 76ers,Minnesota Timberwolves,109,99
2016-01-04,2015-2016,Miami Heat,Indiana Pacers,103,100
2016-01-04,2015-2016,Cleveland Cavaliers,Toronto Raptors,122,100
2016-01-05,2015-2016,Dallas Mavericks,Sacramento Kings,117,116
2016-01-05,2015-2016,Los Angeles Lakers,Golden State Warriors,88,109
2016-01-05,2015-2016,Chicago Bulls,Milwaukee Bucks,117,106
2016-01-05,2015-2016,Atlanta Hawks,New York Knicks,101,107
2016-01-06,2015-2016,Phoenix Suns,Charlotte Hornets,111,102
2016-01-06,2015-2016,Portland Trail Blazers,Los Angeles Clippers,98,109
2016-01-06,2015-2016,Oklahoma City Thunder,Memphis Grizzlies,112,94
2016-01-06,2015-2016,New Orleans Pelicans,Dallas Mavericks,91,100
2016-01-06,2015-2016,Minnesota Timberwolves,Denver Nuggets,74,78
2016-01-06,2015-2016,San Antonio Spurs,Utah Jazz,123,98
2016-01-06,2015-2016,Boston Celtics,Detroit Pistons,94,99
2016-01-06,2015-2016,Washington Wizards,Cleveland Cavaliers,115,121
2016-01-06,2015-2016,Orlando Magic,Indiana Pacers,86,95
2016-01-06,2015-2016,Miami Heat,New York Knicks,90,98
2016-01-06,2015-2016,Brooklyn Nets,Toronto Raptors,74,91
2016-01-07,2015-2016,Sacramento Kings,Los Angeles Lakers,118,115
2016-01-07,2015-2016,Philadelphia 76ers,Atlanta Hawks,98,126
2016-01-07,2015-2016,Chicago Bulls,Boston Celtics,101,92
2016-01-07,2015-2016,Houston Rockets,Utah Jazz,103,94
2016-01-08,2015-2016,Phoenix Suns,Miami Heat,95,103
2016-01-08,2015-2016,Los Angeles Lakers,Oklahoma City Thunder,113,117
2016-01-08,2015-2016,Portland Trail Blazers,Golden State Warriors,108,128
2016-01-08,2015-2016,New Orleans Pelicans,Indiana Pacers,86,91
2016-01-08,2015-2016,San Antonio Spurs,New York Knicks,100,99
2016-01-08,2015-2016,Milwaukee Bucks,Dallas Mavericks,96,95
2016-01-08,2015-2016,Memphis Grizzlies,Denver Nuggets,91,84
2016-01-08,2015-2016,Brooklyn Nets,Orlando Magic,77,83
2016-01-08,2015-2016,Washington Wizards,Toronto Raptors,88,97
2016-01-08,2015-2016,Minnesota Timberwolves,Cleveland Cavaliers,99,125
2016-01-09,2015-2016,Sacramento Kings,Golden State Warriors,116,128
2016-01-09,2015-2016,Philadelphia 76ers,Toronto Raptors,95,108
2016-01-09,2015-2016,Detroit Pistons,Brooklyn Nets,103,89
2016-01-09,2015-2016,Utah Jazz,Miami Heat,98,83
2016-01-09,2015-2016,Atlanta Hawks,Chicago Bulls,120,105
2016-01-09,2015-2016,Los Angeles Clippers,Charlotte Hornets,97,83
2016-01-09,2015-2016,Orlando Magic,Washington Wizards,99,105
2016-01-10,2015-2016,Los Angeles Lakers,Utah Jazz,74,86
2016-01-10,2015-2016,Los Angeles Clippers,New Orleans Pelicans,114,111
2016-01-10,2015-2016,Minnesota Timberwolves,Dallas Mavericks,87,93
2016-01-10,2015-2016,Memphis Grizzlies,Boston Celtics,101,98
2016-01-10,2015-2016,Philadelphia 76ers,Cleveland Cavaliers,85,95
2016-01-10,2015-2016,Houston Rockets,Indiana Pacers,107,103
2016-01-10,2015-2016,New York Knicks,Milwaukee Bucks,100,88
2016-01-10,2015-2016,Denver Nuggets,Charlotte Hornets,95,92
2016-01-10,2015-2016,Portland Trail Blazers,Oklahoma City Thunder,115,110
2016-01-11,2015-2016,Golden State Warriors,Miami Heat,111,103
2016-01-11,2015-2016,Chicago Bulls,Washington Wizards,100,114
2016-01-11,2015-2016,Brooklyn Nets,San Antonio Spurs,79,106
2016-01-12,2015-2016,Indiana Pacers,Phoenix Suns,116,97
2016-01-12,2015-2016,Detroit Pistons,San Antonio Spurs,99,109
2016-01-12,2015-2016,New York Knicks,Boston Celtics,120,114
2016-01-12,2015-2016,Memphis Grizzlies,Houston Rockets,91,107
2016-01-12,2015-2016,Milwaukee Bucks,Chicago Bulls,106,101
2016-01-12,2015-2016,Minnesota Timberwolves,Oklahoma City Thunder,96,101
2016-01-12,2015-2016,Dallas Mavericks,Cleveland Cavaliers,107,110
2016-01-12,2015-2016,Los Angeles Lakers,New Orleans Pelicans,95,91
2016-01-13,2015-2016,Los Angeles Clippers,Miami Heat,104,90
2016-01-13,2015-2016,Sacramento Kings,New Orleans Pelicans,97,109
2016-01-13,2015-2016,Portland Trail Blazers,Utah Jazz,99,85
2016-01-13,2015-2016,Denver Nuggets,Golden State Warriors,112,110
2016-01-13,2015-2016,Oklahoma City Thunder,Dallas Mavericks,108,89
2016-01-13,2015-2016,Washington Wizards,Milwaukee Bucks,106,101
2016-01-13,2015-2016,Boston Celtics,Indiana Pacers,103,94
2016-01-13,2015-2016,Brooklyn Nets,New York Knicks,110,104
2016-01-13,2015-2016,Charlotte Hornets,Atlanta Hawks,107,84
2016-01-13,2015-2016,Houston Rockets,Minnesota Timberwolves,107,104
2016-01-14,2015-2016,Utah Jazz,Sacramento Kings,101,103
2016-01-14,2015-2016,Golden State Warriors,Los Angeles Lakers,116,98
2016-01-14,2015-2016,San Antonio Spurs,Cleveland Cavaliers,99,95
2016-01-14,2015-2016,Memphis Grizzlies,Detroit Pistons,103,101
2016-01-14,2015-2016,Philadelphia 76ers,Chicago Bulls,111,115
2016-01-14,2015-2016,Orlando Magic,Toronto Raptors,103,106
2016-01-15,2015-2016,Denver Nuggets,Miami Heat,95,98
2016-01-15,2015-2016,New Orleans Pelicans,Charlotte Hornets,109,107
2016-01-15,2015-2016,Milwaukee Bucks,Atlanta Hawks,108,101
2016-01-15,2015-2016,Chicago Bulls,Dallas Mavericks,77,83
2016-01-15,2015-2016,Houston Rockets,Cleveland Cavaliers,77,91
2016-01-15,2015-2016,Boston Celtics,Phoenix Suns,117,103
2016-01-15,2015-2016,Oklahoma City Thunder,Minnesota Timberwolves,113,93
2016-01-15,2015-2016,Indiana Pacers,Washington Wizards,104,118
2016-01-15,2015-2016,Brooklyn Nets,Portland Trail Blazers,104,116
2016-01-16,2015-2016,Charlotte Hornets,Milwaukee Bucks,92,105
2016-01-16,2015-2016,Atlanta Hawks,Brooklyn Nets,114,86
2016-01-16,2015-2016,Detroit Pistons,Golden State Warriors,113,95
2016-01-16,2015-2016,Philadelphia 76ers,Portland Trail Blazers,114,89
2016-01-16,2015-2016,Washington Wizards,Boston Celtics,117,119
2016-01-16,2015-2016,Memphis Grizzlies,New York Knicks,103,95
2016-01-16,2015-2016,Utah Jazz,Los Angeles Lakers,109,82
2016-01-16,2015-2016,Los Angeles Clippers,Sacramento Kings,103,110
2016-01-17,2015-2016,Los Angeles Lakers,Houston Rockets,95,112
2016-01-17,2015-2016,Denver Nuggets,Indiana Pacers,129,126
2016-01-17,2015-2016,San Antonio Spurs,Dallas Mavericks,112,83
2016-01-17,2015-2016,Oklahoma City Thunder,Miami Heat,99,74
2016-01-17,2015-2016,Minnesota Timberwolves,Phoenix Suns,117,87
2016-01-18,2015-2016,Los Angeles Clippers,Houston Rockets,140,132
2016-01-18,2015-2016,Cleveland Cavaliers,Golden State Warriors,98,132
2016-01-18,2015-2016,Toronto Raptors,Brooklyn Nets,112,100
2016-01-18,2015-2016,Atlanta Hawks,Orlando Magic,98,81
2016-01-18,2015-2016,Dallas Mavericks,Boston Celtics,118,113
2016-01-18,2015-2016,Memphis Grizzlies,New Orleans Pelicans,101,99
2016-01-18,2015-2016,Washington Wizards,Portland Trail Blazers,98,108
2016-01-18,2015-2016,Charlotte Hornets,Utah Jazz,124,119
2016-01-18,2015-2016,New York Knicks,Philadelphia 76ers,119,113
2016-01-18,2015-2016,Detroit Pistons,Chicago Bulls,101,111
2016-01-19,2015-2016,Miami Heat,Milwaukee Bucks,79,91
2016-01-19,2015-2016,New Orleans Pelicans,Minnesota Timberwolves,114,99
2016-01-19,2015-2016,Denver Nuggets,Oklahoma City Thunder,104,110
2016-01-19,2015-2016,Phoenix Suns,Indiana Pacers,94,97
2016-01-20,2015-2016,Houston Rockets,Detroit Pistons,114,123
2016-01-20,2015-2016,Los Angeles Lakers,Sacramento Kings,93,112
2016-01-20,2015-2016,Portland Trail Blazers,Atlanta Hawks,98,104
2016-01-20,2015-2016,Oklahoma City Thunder,Charlotte Hornets,109,95
2016-01-20,2015-2016,Chicago Bulls,Golden State Warriors,94,125
2016-01-20,2015-2016,Dallas Mavericks,Minnesota Timberwolves,106,94
2016-01-20,2015-2016,New York Knicks,Utah Jazz,118,111
2016-01-20,2015-2016,Brooklyn Nets,Cleveland Cavaliers,78,91
2016-01-20,2015-2016,Washington Wizards,Miami Heat,106,87
2016-01-20,2015-2016,Orlando Magic,Philadelphia 76ers,87,96
2016-01-20,2015-2016,Toronto Raptors,Boston Celtics,115,109
2016-01-21,2015-2016,Cleveland Cavaliers,Los Angeles Clippers,115,102
2016-01-21,2015-2016,New Orleans Pelicans,Detroit Pistons,115,99
2016-01-21,2015-2016,Denver Nuggets,Memphis Grizzlies,101,102
2016-01-21,2015-2016,Sacramento Kings,Atlanta Hawks,91,88
2016-01-21,2015-2016,Phoenix Suns,San Antonio Spurs,89,117
2016-01-22,2015-2016,Los Angeles Lakers,San Antonio Spurs,95,108
2016-01-22,2015-2016,Golden State Warriors,Indiana Pacers,122,110
2016-01-22,2015-2016,Dallas Mavericks,Oklahoma City Thunder,106,109
2016-01-22,2015-2016,Toronto Raptors,Miami Heat,101,81
2016-01-22,2015-2016,Boston Celtics,Chicago Bulls,110,101
2016-01-22,2015-2016,New York Knicks,Los Angeles Clippers,88,116
2016-01-22,2015-2016,Brooklyn Nets,Utah Jazz,86,108
2016-01-22,2015-2016,Orlando Magic,Charlotte Hornets,116,120
2016-01-22,2015-2016,Houston Rockets,Milwaukee Bucks,102,98
2016-01-23,2015-2016,Denver Nuggets,Detroit Pistons,104,101
2016-01-23,2015-2016,Sacramento Kings,Indiana Pacers,108,97
2016-01-23,2015-2016,Portland Trail Blazers,Los Angeles Lakers,121,103
2016-01-23,2015-2016,Phoenix Suns,Atlanta Hawks,98,95
2016-01-23,2015-2016,Minnesota Timberwolves,Memphis Grizzlies,106,101
2016-01-23,2015-2016,New Orleans Pelicans,Milwaukee Bucks,116,99
2016-01-23,2015-2016,Charlotte Hornets,New York Knicks,97,84
2016-01-23,2015-2016,Cleveland Cavaliers,Chicago Bulls,83,96
2016-01-24,2015-2016,Houston Rockets,Dallas Mavericks,115,104
2016-01-24,2015-2016,Toronto Raptors,Los Angeles Clippers,112,94
2016-01-24,2015-2016,Philadelphia 76ers,Boston Celtics,92,112
2016-01-24,2015-2016,Brooklyn Nets,Oklahoma City Thunder,116,106
2016-01-25,2015-2016,Chicago Bulls,Miami Heat,84,89
2016-01-25,2015-2016,Cleveland Cavaliers,Minnesota Timberwolves,114,107
2016-01-25,2015-2016,Washington Wizards,Boston Celtics,91,116
2016-01-25,2015-2016,Memphis Grizzlies,Orlando Magic,108,102
2016-01-25,2015-2016,New Orleans Pelicans,Houston Rockets,111,112
2016-01-25,2015-2016,Denver Nuggets,Atlanta Hawks,105,119
2016-01-25,2015-2016,Utah Jazz,Detroit Pistons,92,95
2016-01-25,2015-2016,Sacramento Kings,Charlotte Hornets,128,129
2016-01-25,2015-2016,Golden State Warriors,San Antonio Spurs,120,90
2016-01-26,2015-2016,Milwaukee Bucks,Orlando Magic,107,100
2016-01-26,2015-2016,Portland Trail Blazers,Sacramento Kings,112,97
2016-01-26,2015-2016,Toronto Raptors,Washington Wizards,106,89
2016-01-26,2015-2016,Los Angeles Lakers,Dallas Mavericks,90,92
2016-01-26,2015-2016,Brooklyn Nets,Miami Heat,98,102
2016-01-26,2015-2016,Philadelphia 76ers,Phoenix Suns,113,103
2016-01-26,2015-2016,Indiana Pacers,Los Angeles Clippers,89,91
2016-01-26,2015-2016,New York Knicks,Oklahoma City Thunder,122,128
2016-01-27,2015-2016,Golden State Warriors,Dallas Mavericks,127,107
2016-01-27,2015-2016,San Antonio Spurs,Houston Rockets,130,99
2016-01-27,2015-2016,Minnesota Timberwolves,Oklahoma City Thunder,123,126
2016-01-27,2015-2016,Utah Jazz,Charlotte Hornets,102,73
2016-01-27,2015-2016,Detroit Pistons,Philadelphia 76ers,110,97
2016-01-27,2015-2016,Boston Celtics,Denver Nuggets,111,103
2016-01-27,2015-2016,Cleveland Cavaliers,Phoenix Suns,115,93
2016-01-27,2015-2016,Atlanta Hawks,Los Angeles Clippers,83,85
2016-01-28,2015-2016,Indiana Pacers,Atlanta Hawks,111,92
2016-01-28,2015-2016,Washington Wizards,Denver Nuggets,113,117
2016-01-28,2015-2016,Memphis Grizzlies,Milwaukee Bucks,103,83
2016-01-28,2015-2016,New Orleans Pelicans,Sacramento Kings,114,105
2016-01-28,2015-2016,Toronto Raptors,New York Knicks,103,93
2016-01-28,2015-2016,Los Angeles Lakers,Chicago Bulls,91,114
2016-01-29,2015-2016,Dallas Mavericks,Brooklyn Nets,91,79
2016-01-29,2015-2016,Los Angeles Clippers,Los Angeles Lakers,105,93
2016-01-29,2015-2016,Utah Jazz,Minnesota Timberwolves,103,90
2016-01-29,2015-2016,Oklahoma City Thunder,Houston Rockets,116,108
2016-01-29,2015-2016,Portland Trail Blazers,Charlotte Hornets,109,91
2016-01-29,2015-2016,New York Knicks,Phoenix Suns,102,84
2016-01-29,2015-2016,Detroit Pistons,Cleveland Cavaliers,106,114
2016-01-29,2015-2016,Boston Celtics,Orlando Magic,113,94
2016-01-29,2015-2016,Milwaukee Bucks,Miami Heat,103,107
2016-01-30,2015-2016,Philadelphia 76ers,Golden State Warriors,105,108
2016-01-30,2015-2016,Toronto Raptors,Detroit Pistons,111,107
2016-01-30,2015-2016,Indiana Pacers,Denver Nuggets,109,105
2016-01-30,2015-2016,New Orleans Pelicans,Brooklyn Nets,105,103
2016-01-30,2015-2016,Houston Rockets,Washington Wizards,122,123
2016-01-30,2015-2016,Memphis Grizzlies,Sacramento Kings,121,117
2016-01-30,2015-2016,Cleveland Cavaliers,San Antonio Spurs,117,103
2016-01-31,2015-2016,Los Angeles Lakers,Charlotte Hornets,82,101
2016-01-31,2015-2016,Portland Trail Blazers,Minnesota Timberwolves,96,93
2016-01-31,2015-2016,New York Knicks,Golden State Warriors,95,116
2016-01-31,2015-2016,Dallas Mavericks,Phoenix Suns,91,78
2016-01-31,2015-2016,Miami Heat,Atlanta Hawks,105,87
2016-01-31,2015-2016,Los Angeles Clippers,Chicago Bulls,120,93
2016-01-31,2015-2016,Orlando Magic,Boston Celtics,119,114
2016-02-01,2015-2016,Indiana Pacers,Cleveland Cavaliers,106,111
2016-02-01,2015-2016,Brooklyn Nets,Detroit Pistons,100,105
2016-02-01,2015-2016,Atlanta Hawks,Dallas Mavericks,112,97
